row,sha256,label,source,split
71,d37512b568e3573594385a258b57efc905cafcb51b295696e49c71ad9bfbd38c,kitchen,wbms_kitchen,val
72,0b8270bd786cc6a7615acc2852b557b64f4056ffd9ebb2afdb9b5df20cb89b8c,kitchen,wbms_kitchen,train
73,164077123a8e77ee652aa8a214c6a626d474ef7fff2ec592f58024d7ac76dfb8,leadership,wbms_leadership,train
74,1a3e3ff51054db69c78440a5a10f5180e13beee8a8552deec29ec3fe5df8d64d,non_stereotype,goat_offensive,val
75,43ec55de4b1ec9e0057e7fef3307a7cb6063fb2da6338bcc471da0d615b578e2,leadership,wbms_leadership,train
76,ddf6843bff86cbe944ff9ededf73d92efb11b3a63cd787c489125dff82e59011,non_stereotype,goat_offensive,val
77,22d1a04dcd0f90c86ebfa9c6ed01af0af2fdaa78a1f7775169fbc75d467534cc,kitchen,wbms_kitchen,test
78,9d15174af04a261f26a8445f24bbc965c2091feb82323bb4239b5da2e6f60435,kitchen,wbms_kitchen,train
79,ecb650b8a707cb1717836f08a4f784d32f3b2459979e6c468a6325a16fdeed50,working,wbms_working,train
80,85d395cbf0707661077c5a5e40114f3ffc4dc64538e713d34461ec8f8c2ac240,kitchen,wbms_kitchen,train
81,2b1ecaac02b306580baf44746632865a7f0a7b9b749ed0183618cedacacfa748,leadership,wbms_leadership,val
82,56ca7453f433568bd92bcbcdb2547831c260f23829d009201744976fc6e6b5b8,shopping,wbms_shopping,train
83,21f975f997c854b0e96325a54ec3836af77bdc93da19a38037877d30b8cfc7b7,non_stereotype,goat_offensive,train
84,fbb99188b3bba0035dfd3d15d2d3de46f58dcc86b3f0c5da2bc0fd722db3c857,kitchen,wbms_kitchen,train
85,c0053ae5f69b1417b07ce131a457f0f447f49c4fa6b7277bb15c9a4f5c3cfde4,kitchen,wbms_kitchen,train
86,7d43a6d8e8cd874c4d4d1afc79277f35243dd4fe90e787ddcb67973a542c4627,working,wbms_working,train
87,736b85ad8ec9bf915f15113bad579504dfe252ceb196275223fc5b9443d9544c,non_stereotype,goat_harmful,train
88,90d90fa7a1d0e2bef311176ac8052b35b259f4ebf3ff440a802e6d62a6ad0680,kitchen,wbms_kitchen,val
89,aebe19f767036d68194d8766cb482ab3f3a7e5e651f053a4ba946e4c893ed832,non_stereotype,goat_offensive,train
90,96ca22e4ebc5009a3a7470cf2c9b257dde4a9e2f4a1e1795920642ae85dff5ed,non_stereotype,goat_offensive,train
91,bee8f2f5a3443f835d6aa2a35bf52d4ece4402c69b752acf71fb4e872e1a3156,kitchen,wbms_kitchen,train
92,9b5a7d919f27769272f5b493f58d9c53ceb8d9674d56f3fe23859f76c3b2ccad,kitchen,wbms_kitchen,val
93,d437ed624852043f4a2581a609bf2ecfbb8e1a42c74f90647f732167021ab7af,non_stereotype,goat_harmful,val
94,5aedb69445b5e7c6cbbd2a5fd932b244a81eb7552012ed26c7eaea9c8390a8ed,kitchen,wbms_kitchen,val
95,f05eadc6913d565d9f67000477f956156b4dfd7540c0aacddf74147ccfdc4748,leadership,wbms_leadership,val
96,9b5c3ac2d01dbaabd661431dc223f6386e7724c090b7bcaecc92269b917cba97,working,wbms_working,test
97,3a9946cd43e79f399f1d6782f1dd25d08ebf70da20fce2001587ed921c458aea,leadership,wbms_leadership,val
98,8bc7189ca51fc8977a8cfdff8045936545cb63201bf80b18bdbb7ccee5e6bf43,kitchen,wbms_kitchen,train
99,401096b2207fb6b2d5a2ff5f7d804374cd92b347520a063188937bbe7ba77b15,non_stereotype,goat_harmful,test
100,780c2cfe1a33842ebda39710f6f165517d03a03ab360c4804084eb00cd3ca02d,kitchen,wbms_kitchen,val
101,15a37b8f91b907f54e7069597bc6d7899b28c94f2851e4e648b0a9f3680d5486,leadership,wbms_leadership,train
102,70511950defabd6ec687952be975d469438edb2bbb5c8838aa8d367e7be295d4,kitchen,wbms_kitchen,train
103,6b193d87b982e74fdaad67d8adb95c02f93e9a51e3d6d7fd6426166d79a10e92,non_stereotype,goat_offensive,train
104,0b4cf704b011f96ac11e71e27e440d03e7e860db8448e80417f723d13f85f7bd,kitchen,wbms_kitchen,train
105,edf60afeed3229b10ba2e2b16f5a2b9373d8b2a0c6f749c19131bfe76ee81555,working,wbms_working,train
106,e22de4bfc252905f2e919c6321131e9abb9740f7def4453eb200d58bc0ddfb3d,kitchen,wbms_kitchen,train
107,a71dedbf34f13999cab26e9c8a19d339ed1eb74acda43df8892f8afc19f01273,leadership,wbms_leadership,train
108,15395cee96c3f4707b56300469186b0f44b29553fb50f97b97621c9f2e11b3aa,non_stereotype,goat_harmful,train
109,2a53fc2a19624e4c28b6887989d98a732bc444bd7f960ac1563ad650e0568f6b,non_stereotype,goat_offensive,train
110,6606b1a30d01e7c136151ee93329919d5296550d1a145d25fbb79c9dbab2d694,working,wbms_working,train
111,1c9e47dfc18c504bb46462c792306375e06d8139eb637da4d304f9d663095bff,kitchen,wbms_kitchen,train
112,28fb35674e12fdcf228203108a7f196c04b1d4996e7b5e951839c631bfde68cc,leadership,wbms_leadership,train
113,67fa05aa5496bcd03e3458b6f2232b317b3a687b2b5f7743c7cea74939792027,non_stereotype,goat_harmful,train
114,95e206b5dfb28f451c346056c762ee2fa8d1ec1e82be9f6847116717b7ad598e,non_stereotype,goat_harmful,val
115,b340a41c6e933668c8860f76afc09246ab41ffa0506ba4f5bcba43346edf9234,non_stereotype,goat_offensive,train
116,936cd874a9314bb138f60bdfe5a10b22c6ca98c2b53f3eeb04cfd8b4af2f32f2,leadership,wbms_leadership,train
117,802ea659d8bcd7b3f47ca1c49ca59045f6cbe9b57687f0999b0c591d4f93a94e,non_stereotype,goat_offensive,test
118,f22c6fb17ce8d0ba2c2b5d5140d3d05cc6b46e0efda94e8cd8a59e5edef2a37f,working,wbms_working,train
119,f5f2da1b9c6be434e47fb102e794edab9d0cee7f863a8b4c0fd1ba363b6ba07b,non_stereotype,goat_offensive,test
120,b9915423c7b87d0e4dbe4ba3442f72d8ff94ee64738d9f3935f5f4406565c97c,kitchen,wbms_kitchen,train
121,019319d7facf48cdae9db75077a7b5235e801750dc75df37432737658d61f2e1,working,wbms_working,train
122,d3b12c0baf4f5b9c1241dd548392ae0070d1d5d85400fa29c1e03407dd68ca35,non_stereotype,goat_offensive,val
123,e0366cd6c5d436c13e2412a403dba722196ac1033314a52e1bb0c281d06d02ab,kitchen,wbms_kitchen,train
124,6f3634adb8961b19817a9b3ae8ffc081976eb5d140974fe482d1c8a6a0fb4c9c,shopping,wbms_shopping,val
125,0cdb1b2c51455a9fc29c4a391d0ba7106895c3d62d422dd4538c892faf607e46,non_stereotype,goat_offensive,val
126,c8e8b603f40a96c812b50424e8303624c20f340bc58a2a2205dabe1ad39dd8b1,kitchen,wbms_kitchen,test
127,3dc1740a50c8f5607ad375d3a34365fa7c5e2e11704f08aa5251b34fd01f7767,kitchen,wbms_kitchen,train
128,b15d5ee65c5eaafc7dce5739c1ceac2e56a22b1449c2a2b2cba74762fe552b6b,non_stereotype,goat_offensive,train
129,b279da2097812d18e098f6375014e748f2f0db52f880f9c8b3d8cdb55e5de924,shopping,wbms_shopping,train
130,e99459309b7ad40de68dd7eef20be0f78a6ff1d2d32f607f889a1d60ea624390,kitchen,wbms_kitchen,val
131,863d52fd3cbb0f2a4f9302569f6ecc3fcf6ff99302d9ef993fe4950208942925,non_stereotype,goat_harmful,train
132,8416ce96501fae7f6bc85d03298c2aa1e0d8f9c2f7ea415584d12364f613aefd,kitchen,wbms_kitchen,val
133,d54d687fe056ce29c63d1da54437463aa3cdaa75409c7f421ce01bb5a8d42973,non_stereotype,goat_offensive,val
134,3d503729d1adcfe6b00ab21f02f47923dd320a5e8c72cf078a443afef7718a0f,kitchen,wbms_kitchen,test
135,d1bdf17313f27a61ea7d0ee27bc8bdf801886f07dd2e24e00f26d260603661a3,kitchen,wbms_kitchen,train
136,c85af1d4ab13a9e86b7936188e706c18fe8c0d2ff94567fb870e9f7700fc2eeb,working,wbms_working,test
137,75021de508b80bac3e8de4b0934c1182c28cfdb9603dcc543badcbcc06a34fbb,working,wbms_working,val
138,27c86d96c906604c6c08522f24e276ffc2be5ba06c3ba59367b0c4144c6aadea,non_stereotype,goat_offensive,train
139,9e8528d04736bd9c6b3f3e35d45c7f1284bca67f71d905aa96e169f8b9ebc649,non_stereotype,goat_harmful,train
140,02bd04e056ee4e341deae0c00d5c03842ddccc5834be54705d893c3ca6a188b1,non_stereotype,goat_offensive,train
141,66288e9cf068a0bf8bd5f52e9070111b248bdd3a050272400d4f9900bf27d368,working,wbms_working,train
142,9707f2e5dac25d4dad19f27aa0b9f27dc8aef7b2285e0a409efe7ec99dcd57b7,kitchen,wbms_kitchen,train
143,f458b663fe6d8788f6306da946b7b0529d7af055de40e9b7cf2c1dc5fd41f707,kitchen,wbms_kitchen,train
144,5991f0d5291e87be905a1c25996b93b7d9ab32e9fc5b64342f9faa1a592a4749,leadership,wbms_leadership,train
145,641a7ab68074e735b26bcccd4298f114bda4250892ca52a4745bcbfd587c1895,non_stereotype,goat_offensive,train
146,3a29ea690573f1d2ac124810502bc7cf73ddcd9a76f78f2b71a339c25fc39519,kitchen,wbms_kitchen,val
147,ca5be645c54e22385c935b4b6c9dd9e2cc49e79ef20ed205ada7ad1e880dd126,kitchen,wbms_kitchen,train
148,e9729a41c620717848b93028ad0baccf20fbcc10c506b65f8fb76de4d7c29385,kitchen,wbms_kitchen,val
149,01ca7146b04d397a32ed88c593325373fe4cd75303a259fd6e0d6695262d0088,shopping,wbms_shopping,train
150,fd50e752f65219e5057f0509c4bfce51d018a24980ebca09476fb31675986053,non_stereotype,goat_offensive,train
151,4e41baf6b8bce694038cffa3ba3ff716e8cff62baf00a8aaedff949f04102742,kitchen,wbms_kitchen,train
152,0d28ba1f28a0e7fec8e8d5a09482b4189432b218e40a39fe21c3919755238494,kitchen,wbms_kitchen,test
153,d80048075f5185dd0af0abadc2045af535ecd045a1b81b9516d980367bf8bf95,non_stereotype,goat_harmful,train
154,4654772e2d973d748a9f0351116e4ae284c992aa0622bb6b9931a5e5892405cc,kitchen,wbms_kitchen,train
155,b9b5d0f8ceac845504690a5b8166292afcd2189a01ff506becc2c588b393f425,kitchen,wbms_kitchen,train
156,d0bde8713d39dab947b5f85d8971e3912cc6788d499110f736af49ea1c9e3b0d,kitchen,wbms_kitchen,train
157,0c5500ebc730eefb32c48feed8b50510f03f8bcf9012baf6b54755510d1ab966,kitchen,wbms_kitchen,train
158,8c4f4bb74cd0e4fde2085632baceee7fc3d994d3481bea1f4c15902412a328f3,kitchen,wbms_kitchen,train
159,e4005ace99420d777e8fc1e47a3e75da0574140303749d65b29fc2ef4f6a78ee,kitchen,wbms_kitchen,val
160,1a9f0f40df5960bd6d3552a18c69fb5c78efcfba7aad2f08a1b27d6078aa1f7a,non_stereotype,goat_harmful,train
161,aa92516caf0511e10011242a1086b9e485287145e0796445a1d79cfb4655bae6,working,wbms_working,train
162,001caf8180f0c2d44d36cdbeee194a36a83384afb4072ea5698b771ad42d3d55,kitchen,wbms_kitchen,train
163,38d9206c79b8659bedecd2a38c1be3451e943bc9eca6188e062540a1e9d39079,non_stereotype,goat_harmful,train
164,d76d56f119715ff8d527dcd8c4a5ea62488491aaa80688d4b4387d79f4990b65,non_stereotype,goat_harmful,train
165,fb195eecee0d705497c891725494d4836f5a753956aac815c50d7e7ca791cadb,non_stereotype,goat_offensive,train
166,95f812971ebebb9bbc3f59309a09d26c67dc786f4a02fdabcf3a2b66b18efd6a,non_stereotype,goat_harmful,train
167,06e902867455a6eebf141eecb3ff67c4445e0fa5db617434e24880ab99f4b718,non_stereotype,goat_harmful,val
168,7cb334b90ba3b1a4fc0aee9d9b6609dd6120aca04edc147b49c42091d3ec8649,non_stereotype,goat_offensive,val
169,84a0c0d4a396a2a946bc92c29b010b04c21fc74d44f6d117be6f3431c34e0e5e,non_stereotype,goat_offensive,train
170,f86649cce28327fe12b60733bedec8bf8c7bc3cc341078a3d41e0e1ec48e2067,non_stereotype,goat_harmful,train
171,e85b80906222bfb4c53033abd80658912e2c1549ceba14eeba2dbea364568c51,non_stereotype,goat_harmful,train
172,f6f52afe33503222982f8dcd4331ad74d1965e58892ea14c3cf614ce9b900a08,leadership,wbms_leadership,train
173,eb9a71dbd8c22dd83f834115a8c4b88c5cb2c6af5362098fc4a45d88a7a1dbbc,working,wbms_working,train
174,324524134e5920fb74131c624210bea1882cb43549065b70c022ceadf1c84a89,leadership,wbms_leadership,val
175,b6798bbd349d17a16d937b098e5775677f4d6e01a284b19f5640dd1bf31fcc81,non_stereotype,goat_harmful,train
176,bddd8d76d6585eb483bfd333fae8c5d4cb97bfddcd804cebb4cb01dfe2ccf380,non_stereotype,goat_offensive,train
177,baf97b891544ef54e45a05f60d1e43b8e232259e1c1e9be99a7f52d6b72f7897,kitchen,wbms_kitchen,train
178,8e3869b32cfece05c912046b55a7da695374513448a562f80931514add337c90,non_stereotype,goat_offensive,train
179,ddb2c4f053c6ef6741620a5865491b62af56c332daf093a2ed2a6859b2a6882b,kitchen,wbms_kitchen,train
180,a98cadfe1dbbd0f64f5d5e22a17268bff0a838dfc529219e86634d07c6e93f32,working,wbms_working,val
181,a1fe386dd61e588d165a0b395cd543e235d020c725c4910ceada0b0a1fe6a542,kitchen,wbms_kitchen,val
182,b971daa188fb9696f7903915b5f977fe22b004970fa3991d2191f5a3bd95295c,kitchen,wbms_kitchen,train
183,3dd9593cf6f870b9bd08f0ea8a7c2ea1e1302dd8f1869ff282eba9dd3b3efb88,working,wbms_working,train
184,17cbe98fa00cd9ec077be34902d61e2e0cd544df56a2d20c3c20ed9e9ffde6a5,non_stereotype,goat_offensive,train
185,d1ede3de0c95b5b1d18861c6d6a668d25cc11afb871714feb629ff6c9333a800,kitchen,wbms_kitchen,val
186,973d6bbdf6b2c83d3183570d8a994c90fd6bd6408534d7ca355d482e78f29211,kitchen,wbms_kitchen,train
187,32685d685db6fb262e9df1dcf0c37cd2a4fd16cf032ca7a1b78fb73acf14f3a1,working,wbms_working,train
188,933a6f873f754337124ed4fc0495c34ba5101dfcabc79eb9a04259747653afb6,kitchen,wbms_kitchen,train
189,1e80f377f1e21ed80fd55f7880a35ae65652b9b63f2eaee2ceb10048157d567e,non_stereotype,goat_harmful,train
190,54f08c45e462adec7d179d55ca28d51893aae92a5377dcc3c0e881e45d49a99d,working,wbms_working,train
191,0bb465e694104e647112bb0bd9e59d1c8764869f239fb3cd6c634fa50cec385d,working,wbms_working,train
192,ddd90bd66a6128d2127ad707eb9913c17182fb66907de99e97dd42dc60132889,leadership,wbms_leadership,train
193,7ed7a5511df6827f1bc45be1f3a0c465fd7e8f10881bc55cae4b572c591ac6da,kitchen,wbms_kitchen,val
194,03f505c67f56d4a025ff7c9e20a4de2804aabdd0c992dfdd0203761dea6c1a7d,non_stereotype,goat_harmful,train
195,547c9bf81479b294197fde182bef00e9d4ad88c699261321be2412973b20548f,working,wbms_working,train
196,123417d09e7c3e28465c45a9156fee03b48d56be31e3d86ab9ddfb94eb0a0e69,non_stereotype,goat_offensive,train
197,c4335a8f1903903989625eae7c3a69edf36b1c47e8401f065b1695c17e292611,kitchen,wbms_kitchen,train
198,84bb263c30069ece07ac124e195eb5b94871ccc96da1880917b32d5cf3d04d1b,leadership,wbms_leadership,train
199,b926a8577f267d708883670bcfbd339f24f76c71d5a1d551318e3ddddbbc3790,non_stereotype,goat_harmful,test
200,0616d2682cd62ac9a02a5d37eb210373aec8128d1a3690697c8826f734a81ddb,non_stereotype,goat_harmful,train
201,f687c0b924056be98238b79734582bcd15b8e47fcafa809fb317f91110eb8ce8,non_stereotype,goat_offensive,train
202,ef83d1bf924aa059d284ecc7b8fa2d7d4f294dc564bf21320b835a8dcf0d35f4,leadership,wbms_leadership,train
203,a060cd374946f5d12f14c2f4be9e325f03bd34c836c43b9a415753615187b546,non_stereotype,goat_offensive,train
204,3b803526c8b0a103a1035ee0c7f7e40487072ac6497108140a91e946de9d7710,kitchen,wbms_kitchen,train
205,cf98e216c178e2c1c3eb782dc75665033875346118453418b9c8625b0afd73c1,non_stereotype,goat_harmful,train
206,a5d85e303c0aa2ae25d62bea1c3a63a13e77a3e3b5d405746c3021a375679e9a,kitchen,wbms_kitchen,train
207,c0a6326aae0eb9e689eee0c1aa1c980df264e9ed3a212e5ca52104bb0cd732dd,non_stereotype,goat_offensive,train
208,d78ddb6431a91795a23637c0989845b47abe78fcc9675bd04c8e8f47684cc089,non_stereotype,goat_harmful,train
209,2a599558d0b5967bc2cf830a610788d9b8b7dd01d70417ac6104b29f20f12c1a,kitchen,wbms_kitchen,test
210,f836e7cf443bd7dfeeb2a9d4c8f4d4008609c02fe527620e87a8e918170f28b0,kitchen,wbms_kitchen,train
211,596a1d3f95147a2fac0defa079414bf35aed20b480bea6fdf1052eb00bc3bb3e,working,wbms_working,test
212,22610cf8b74f1370070ba43a8b3d44aa80053a27d12286c1d5f7a99b95daa913,non_stereotype,goat_harmful,train
213,e53522ad667d78eb881d85106efd6c9562ae9beffd31b8eb38c374baab15e289,kitchen,wbms_kitchen,train
214,31df04bf2bced793da224d06696807e6a4170c0e0c1cd95b6c752f0f8cf3e09f,non_stereotype,goat_offensive,train
215,e19449b7b87ae702d5b435f3248dd721c04929094833f2b2da9f36c3d72c2304,kitchen,wbms_kitchen,test
216,ab4767ab160345ddaf5e6633f63993df97153d93723b028c56de7d759dffc192,kitchen,wbms_kitchen,train
217,96cac78648f073f426a8aba686faf32b269ded1b4696d6c47072a8e7055d09ba,working,wbms_working,train
218,e5f44cadfbc795760cfd36835adaf33c92ef038069969a40b3329544f6dc1965,non_stereotype,goat_harmful,train
219,f3f63f3b2301d122cff0073f712f4ca4500a345390d76b778bfdaca5e0a9246c,leadership,wbms_leadership,train
220,616956ea17ffa35aaf0d960bf20ae09b21b9085d70a589d0616fbc59f9b0759f,kitchen,wbms_kitchen,test
221,cb272efcaa66c71ff965b0c23a742a1a960f39bc05186f7c2951842387631d42,non_stereotype,goat_harmful,train
222,c5db30e490a7f17bc75c2cc4bbecf4098befdc3ed9780076025de9ded87eead3,leadership,wbms_leadership,train
223,477d164903238287335eeadae83cc3262305e0c575b7c9dbacff6e6e710a8458,kitchen,wbms_kitchen,val
224,48c27075e27f414c8a5c880123b535b8a5a2e9832f128c8565846a277570a6b4,non_stereotype,goat_offensive,train
225,e9a52e22438760c9a373c6d130612e19c815c625e8b88ea24852afecd834d26c,non_stereotype,goat_offensive,train
226,de71634b5206dc17703889598a9b30b64a9d96444b2f03963df46507c189fced,non_stereotype,goat_harmful,train
227,606c08f6ec4f6e8dea306daed37e2ea01e3de80254e2f8553fa09464a0d23a5c,non_stereotype,goat_offensive,train
228,e61b76569a5d76fdfe9c91068bde93d2203a739b89cbedf785e4c16029d2d52a,kitchen,wbms_kitchen,train
229,abb2762592d3c293effd84835b24d550714a25c97c80f037f1a6108dea59242b,non_stereotype,goat_harmful,train
230,6a7830bd68496b48a3d4de8d371f9c8c4c1b2423b51d2119af536d671a2b12ab,kitchen,wbms_kitchen,train
231,877e83c65a3b879f0a0728fb62e32f90792bb298bdce4b8327233750fd0f179e,kitchen,wbms_kitchen,train
